package_id,courier,delivery_date,delivery_status,user_id
8d2644b3-a653-4794-b699-2271a6f9c29f,FEDEX,15-02-2024,Lost,c5504fb0-5d61-4f68-9ca3-15da3c92996c
7bfcf65f-a1dd-4ce8-b201-9b358acea5bb,UPS,16-08-2022,Lost,139bf215-e5bc-4231-bb6e-e80d0875bb52
118ef261-cfff-4522-ba4e-aa3333988244,DHL   ,2022-10-29,Pending,b031cf3b-2232-470b-a24a-35e76c6f2960
a95dc3d8-4c04-4bce-a192-ba64be7682b5,DHL,07/12/2022,In Transit,f778f50f-802f-4aa3-b13d-5a492fdc66fe
c7670feb-2786-455c-b294-a9cd9874547c,FEDEX,15-05-2023,In Transit,1a0d0209-dcc8-4de0-96df-ffeb573816c7
4598accc-f58f-4150-95c8-3291f73038c8,DHL   ,09/10/2021,Pending,03d82c1e-73b7-4554-af49-74b2b7c1b630
f69754a9-e392-48c3-8fc6-4d5f5993bf3e,UPS,2022.12.04,Lost,5c826493-3d11-4e08-80ee-5865a2f5a234
20ab997c-b45a-4ad0-a9b4-91e1c7f25447,FEDEX,12/18/2023,In Transit,edcc6b06-0845-4986-966f-90e263b96b3f
e996a50d-88bd-4217-8f78-c87ef44c954d,DHL   ,2021.11.04,Pending,f1575a0d-b48e-4dca-b787-d16c66c87587
f9ce5291-b2fb-43d0-a677-34ba393cf1b2,UPS,2021.06.27,In Transit,86e56d8b-251b-4296-8c1d-07c5c4469d4c
ee85df28-25db-4f90-a8fe-56d532980a7d,FEDEX,2021.12.01,Delivered,d0f87297-2d29-4d90-acfe-95fb2a94cd88
a70cbc5e-9169-47ae-8a02-6171b3b7f600,ups,02-06-2022,In Transit,bc6db217-418c-4158-9c08-295cdf01f299
5861b28e-e0ee-47ed-9786-835590977e23,DHL,2022-12-18,In Transit,3f6122ab-7fc1-4f02-b437-3bc58af8eae9
8ff589f2-cd40-4fb9-a262-d02ce6d97dd8,DHL   ,2023-08-12,Lost,09691e99-4697-4393-922c-25e913f55e63
2173ac53-7dff-416b-9f39-3f41560e284c,ups,04/30/2024,Lost,db665089-ad65-488f-aab2-065a7a4fcb65
4243e2d5-4ebd-4612-9141-05985651e567,FEDEX,09-01-2023,Lost,0ca85de7-d436-4c2b-b95e-c55be5e02095
bf05a875-7f9d-4779-9c89-bb32a53be282,DHL,02/11/2024,Delivered,1f590e53-3114-4cff-863d-5cc023b3cfc1
d28fedbd-d638-4aa3-90f6-81df32dd192d,ups,23-09-2021,Lost,305327f0-0220-46bb-80ed-5f6ddc34e03a
57c7f7b2-c00b-4f7f-82a1-39dd10fd6c0e,DHL   ,22-12-2021,Delivered,722c58dc-a1c6-4e50-a1ae-f4d238a65996
3a2841db-b889-4fcb-93ab-1e4631dd0a8b,UPS,02/25/2023,Lost,ab5338d3-d6f2-439f-b2e1-122f5246e3ca
959d6add-69b7-42b7-8bad-57f53d31f1c9,FEDEX,10/05/2023,In Transit,d195c9ae-ef81-4a75-b045-a35612ad359d
fb60ce92-9b8a-4460-baf2-d63b0c03c774,FEDEX,01/07/2023,Lost,51002379-98df-43a8-a326-e04c59be2f96
90c293e2-59d9-4aa5-9204-c6ef3a5e244f,DHL,04/18/2023,Lost,188b0da3-ac5a-4bf0-9dea-17c5036b8b09
0ba49efc-622c-4864-8dc6-a2b73a159c64,DHL   ,2021-07-17,In Transit,17f93a65-75b8-43c9-b463-06577663197f
842a5898-a110-40ff-a036-6303f8a041d3,ups,2024.01.09,Delivered,1b34fec6-ceeb-4864-8df4-28be869aaf84
e7cc1155-960c-434a-9726-28a92d096b2d,DHL   ,2022.05.17,In Transit,6e28e831-bb16-4760-8fbe-897174496233
17db27ee-3908-4032-9383-838b0b521c01,UPS,2022.06.13,Delivered,7d4bd80a-d66b-44e3-9f27-bdabb5d390a7
a3957d30-dab6-4c6c-b43e-4edfd2306501,FEDEX,2022-01-05,Pending,491c5111-779a-4e45-9d8c-30ed56f4c73e
7017bb5b-57b4-4fab-ae63-3158a13c0878,DHL,2024.03.25,Pending,614f1bf8-27f0-4402-920a-68bcb0028f90
9a282458-7517-4e30-bd34-388a2f98caad,DHL,2021-07-14,Delivered,88cec7fb-c006-4cb3-a269-74303bf31e06
8c317a93-b15f-4a63-a286-6619872bc7c1,FEDEX,2024-01-09,Pending,81513490-8053-4436-9575-f33564ba8ef3
c3e68271-dc5c-4679-a7e5-806ee9ab3029,DHL,06/28/2021,In Transit,0dc83e27-d797-4a42-be9f-926c697f764c
39007627-2daf-4e8a-9ca1-b2f626f90b8b,FEDEX,2023-04-23,Pending,365be65a-6f81-45a6-8c8e-2ed8bb84a7cb
3a7a0f12-9261-4267-acc2-7cc927e87225,DHL,2023-10-05,In Transit,432b2574-0ed1-4909-9455-b4fcb3d83cc9
b78db515-c248-4df1-a630-7fb7376296d4,ups,20-09-2021,Delivered,78dbc5ed-1b4d-49a1-8b9c-985a0ac2e41e
5e474653-454c-48bf-9f97-8bc2cb0ebc81,DHL   ,03/25/2024,Lost,55a3c647-8fd4-4c2c-a878-c3f3134d0b75
c8746d5a-081e-43e4-ad67-a7296e1a61b8,DHL   ,2023-07-31,Delivered,6ab76968-5d74-4f2e-bb77-ac3a720101b3
a5eaec49-9718-4015-aeaf-77e7ff776406,DHL   ,28-02-2022,Delivered,21f036fa-7b2e-4fe6-92a2-ba6e2488ddc9
bdc8014d-2cdf-4da3-9108-4b67d9e6e87b,FEDEX,2022-09-23,Delivered,b32b74dc-421e-4daf-8769-a625b29cb104
a2b68581-cae1-4e89-bc3b-5ec5eebd24f4,DHL   ,10/03/2021,Delivered,631b812f-deb8-4941-b2ab-5b28ada5999d
234e9da7-cad7-44a3-a1fb-d1ffbba0d044,FEDEX,2023-12-09,Pending,a6939571-e737-4aba-b1c3-40a324f1cedf
f4cc1fe1-3fdb-4507-a00e-976eddde8e3e,DHL,11-03-2024,Lost,63a06cfb-002c-4715-836d-d69f203ad763
9d28ab9e-38b7-4f58-8494-8e47a7318657,DHL   ,2022.04.03,In Transit,9ce5e8e3-8293-4866-9ec5-cf1f3a73645d
0d951957-7776-4c7e-ae21-e90771f73998,UPS,12-10-2022,In Transit,93038b7a-0cf1-41fb-a280-ef21a57b8573
ba6eb6c3-547b-47c9-a8d2-78092cee0742,DHL,2022.12.22,Delivered,8e166afc-d453-4191-b64d-34d2fda0a9c1
547b43a5-b34c-447e-8092-4ae327bc8901,FEDEX,2024-01-25,In Transit,06cb0acd-812c-4e79-8623-e583cd5b361a
8b6bc8ff-da9b-4859-bc1c-e7c585d31b63,UPS,30-06-2021,In Transit,11fb73ef-c746-49ca-a438-dd1b4cb3d039
bc7a640a-f53a-4bf2-a9f9-ce1155820382,FEDEX,09/06/2022,In Transit,d92b531a-cef8-4615-a483-34b393c1de51
cf036013-7de2-414a-b4e5-0e701133e7b1,DHL   ,2023-02-10,Delivered,e859c243-bb26-4e00-a4d9-7248ab3f6680
248c2d5a-9f58-43a7-af77-455cea078819,DHL   ,2024-02-17,Lost,375f681f-2e41-4cb4-a075-5ae27280f7f8
141e59f5-a019-47ec-b759-a4efd27efcd4,DHL,10/27/2023,Delivered,3952ecbe-358a-44c5-b810-2451ccbc7f3d
3dea7b25-a751-42b9-9f2a-352559acd91a,UPS,11/25/2022,Delivered,569d1ade-2d7a-4208-83d4-55cde59d3aa0
65e38c4f-d0b6-4553-8eb2-ed3e657e0c22,DHL,2023.07.09,Delivered,3c2baae8-81aa-4247-8f2a-0a6bd0f63d81
601e9c30-34cc-4fc6-8b99-32f52cf638ab,DHL,2023.04.21,Delivered,4e2ce12f-7f52-4cdc-a269-4dea94193bc0
bd9465f4-1cf3-43f4-9253-b0c1e60d1372,UPS,2022.07.04,Delivered,e7ca938a-c717-4768-b24f-88ecc8ad0ced
c59d4b3d-e47e-4108-a265-9ad823a5e4b6,DHL   ,03/25/2024,Lost,d9f1e009-f521-40c6-a263-7c0415c815d7
689d2004-271e-4d3b-923a-e8a165e09a08,DHL   ,2023.12.02,In Transit,01a6a852-fa97-4a9e-a0e1-f5ce8d4adf9e
88744be6-685d-49a7-925b-9e4ecd4fecc6,ups,2024.03.08,Pending,0af9ad0b-64e4-4c18-b622-68a3e1c6e11e
d6a41631-d77a-4e84-9ffe-0567839317b7,DHL   ,16-10-2022,In Transit,aa3d7131-df55-40c9-9ff8-3e4d2cd58216
10ce96e5-3294-42af-b408-54e74a33d639,DHL   ,16-11-2021,Lost,58ef2c10-5db5-46ba-87d6-3bcee2602bb3
9054b27d-7961-4292-94b0-f28199eac8a9,UPS,15-10-2022,Pending,5e7bf016-8a2a-4f10-adbf-f2f1fca42a24
c06510f2-9963-4167-8e32-a96e510ed9df,UPS,12-11-2022,Delivered,4147734b-ecbb-4112-89f3-64b246f583ae
ab4c595a-a64a-4a19-a3e4-bdcf50712764,FEDEX,27-12-2022,In Transit,94a326ab-510e-458d-bb34-aefa4e8eff47
a65120a2-d20a-47d6-a543-903df5a9e51e,ups,07/17/2021,Pending,3b8c7e7c-adc3-4968-8506-a493b2c1c5b2
61ea0580-f2c0-49b0-8885-bad8155b95ca,FEDEX,2022.09.25,In Transit,197abf46-1806-4696-b2f6-c27698f7af17
7e19f4a4-5dde-497e-b00a-5ee0cfd1ce63,DHL,2024-02-26,Lost,70cff19a-47ee-48b4-848f-290ce2fc146b
9d280121-8a3e-4f23-ad9a-fe75638d5918,DHL   ,01-11-2023,Pending,7ecda318-69ae-4ee7-8771-2c06857b16b6
3f0e7e77-edab-4750-b8b3-af4eaa0790b6,ups,04/22/2023,Pending,9c210561-bb36-4c8d-b904-d4f223e92895
5dfbe3a8-a63c-4aa6-9463-56c774e83ba3,DHL,12/25/2021,Lost,fd23c5f5-21f7-4a1f-aeee-2e475bc6c81c
4903cb13-0584-4439-975e-c9efb3d8f0f1,DHL,2021.07.31,Pending,d868553b-60ac-4d2d-b26a-fd4865f305d4
ad24d7d5-066f-4ce3-a7dc-d8c3d1815681,ups,2023.08.11,Delivered,0fa6813c-39e9-49bc-b446-4d9e152dd16a
2f48ff5d-16af-4f14-a425-89a571580c54,ups,02/09/2023,In Transit,e319a74d-d259-40ee-87ed-3458cd277032
40d56c63-3ba9-4f04-be4b-a8ced7dfc8cc,DHL,01/29/2022,Lost,b799dfd4-4cac-420f-adac-2c1c9274e6ed
6f5132ad-45ea-4b5e-a41a-9033d05063b6,DHL   ,2022.01.13,Lost,48f93dad-da20-4eb9-a4ec-490eeb149931
f86b554f-473b-4b21-9ca6-45e64c12da81,DHL,2023-03-22,Delivered,44690814-6159-40d7-9ed3-774f18b34bf0
da204600-51ad-4f88-96ef-f1e99917bd47,FEDEX,2022-12-28,Lost,817ace33-7bed-46ed-82b3-100092a99d56
72c34a51-2b44-4bc9-b975-4df47f2efe29,FEDEX,2022-05-11,In Transit,d64b606b-f31d-4ef8-99e1-67bbaa2f8c4d
49ae1606-f9e2-4db5-b5e7-8dfe2b051abe,DHL,2021-06-09,Delivered,b9d4c60c-2715-4eec-8605-44554befad56
faef9f7c-5dbb-4ce8-bb9b-36c4741c73ff,DHL   ,07-07-2023,Delivered,d8bf3f28-d7fc-42a0-9720-275bb2286cb6
a4149087-eeb1-4649-9b73-1a00493cb7d2,UPS,05/22/2022,Pending,05e62159-71aa-4ef8-816a-48c0004a7aff
562b2425-33f6-4624-93a9-2cbb66f4f1ba,FEDEX,2022.06.03,Delivered,68d9f7f7-d569-4c76-92f6-13b6e1feda54
f71f5a5e-6b6a-42a3-968e-f1df4992538d,FEDEX,2023-05-13,In Transit,24c6cbb0-8aa2-4a05-92e6-de4824e3c3df
5baea6e0-e2ec-4f01-b55b-cf2b59344fdd,DHL   ,07/12/2022,Lost,98822ca5-ad6d-45ca-8137-742fb15d7497
7d7ae3e5-06d4-40bc-836f-b52c521269bf,UPS,2024.03.03,In Transit,931a5ef1-5adb-4c9d-aae6-bef70d0b4723
522460bf-cb1b-4af5-8f8d-29b786d8fc94,FEDEX,2023.01.19,Lost,c961ff1b-ca0b-430e-9f1a-cb6c51ddbedd
fd0c6dbc-bc32-423c-bd0b-e1b2c23cd749,UPS,2021.11.15,Delivered,37a340a3-9034-41ac-828e-1cc648220159
04f254ab-0979-41b7-b6d5-b9068d1e9ba7,FEDEX,04/04/2023,Lost,80553c7e-bbd8-4921-8c7c-aa942594b03a
3b76532b-d704-4c11-9b76-88772bc35ed7,DHL   ,2022.06.16,In Transit,7ad55e31-a182-4e6b-85ba-3d2ecb0fbc31
57864cc8-851c-4993-8809-3cd7b7cd61ab,DHL   ,2023.12.19,In Transit,a575a549-7032-4b66-942e-b602d982511a
844edf6d-7773-4957-b499-f18438635dba,UPS,21-12-2022,Delivered,630d5ad9-11a5-48d3-9edd-7d79a2395768
913e1eef-b206-41b5-a26e-e15a84bc329f,DHL,10/21/2021,In Transit,468bc324-0ade-4bb3-af65-d259d8169360
933e4a1b-ac00-4d01-929c-06cdff1dc170,ups,2021.06.11,Lost,de705784-f73a-43d5-82e4-b1a49563cd54
ef631405-f820-41a1-8d41-4c45cc425823,DHL,2021.12.24,Delivered,66ab9a49-916d-436e-b316-11d9624e818d
48225758-e36f-4719-9da8-872d61b5c115,FEDEX,15-05-2021,Lost,8d3109c7-480e-448c-a531-b5a07ed21708
077147ae-f789-4b06-9bd7-83aa5e1eefe8,UPS,05/04/2021,Pending,4f4fe325-f234-42e2-a3e2-38f32592b331
4714c6bf-a26a-4880-84d7-68331f87998e,UPS,2021-06-03,Lost,1b125887-53fd-440d-b9c5-57b697fbb714
81a172ee-42f2-4c9f-9a75-0cc3aab06e91,DHL,02/03/2023,Delivered,783eeab1-ffdb-4072-b852-f90b70f72cba
ce6b7134-0946-4aec-a3fa-4a3061846d0e,FEDEX,21-07-2023,Delivered,3a78a91c-da75-4346-b75f-98e6d0ab3c63
033ada64-6c1d-4741-bc55-e58c4f3ad602,ups,2023-09-28,Pending,b90d2914-d9af-47ed-8731-ca55a3b64a70
3728a43b-5f29-437c-ab6c-33ebc70e4219,FEDEX,25-12-2023,Lost,c5d1718a-7537-4f5e-999e-9705543af081
36c78a87-d1db-46ca-8fdd-99331a1eec44,FEDEX,2023-06-16,Delivered,69c6022e-dd2a-4aac-8086-02d2689af05d
80cde92d-a9b4-4359-80fa-5db4bbbea27d,DHL   ,2023.07.03,Lost,d4ce76ba-b52a-4e24-bfb6-2125bb791203
62c9c079-2009-46d8-9faa-9e0d2805df17,DHL   ,10/02/2023,In Transit,e8df41b6-7f44-4a58-b712-1cee3157bca0
cfad0092-ecd0-4749-8bed-efbf8f911de4,DHL,2024-02-02,Lost,bd127463-711e-4f44-9651-be393f2fad23
db04dd39-4b69-4237-8b93-5127385c0990,DHL   ,2024-04-01,Lost,2b0ff433-81a7-426f-ac22-802e3668459e
e7cfea7f-36e0-4079-95e1-5fc07ec4fc1f,UPS,05/11/2022,In Transit,5959f597-8772-4718-95b1-22daf5201a1e
70d116fe-9157-46db-a18a-60a3bf692651,ups,2022-08-11,Pending,5f744332-0336-49a9-b806-1efcb4a39a32
c91ad2d3-c34a-413c-bbc0-aad5895c187d,DHL,29-08-2021,Pending,aac1dd30-0a83-4945-86e5-436a53c11d03
760f874f-7d17-4892-b57d-810d76717708,ups,2023.04.25,Pending,54cdc3d0-4fdf-4531-b644-fea422641fbe
20959c4d-0302-4f50-b1a2-926bb1b8dd0a,UPS,05/22/2023,Pending,fb443a8c-7fb0-4362-8905-302e25078c2e
e700640a-13d8-416e-9831-22b84f74907c,DHL   ,2023-01-12,Delivered,2d010f72-3bca-4a7c-bb7c-0e70754adc54
0d0e7b95-698d-4b59-80aa-d136b2e39dc4,DHL   ,2024-01-18,Pending,da21162e-18a5-4ad3-b7ab-b3874756c47e
bf3351c4-6e45-409b-b538-0ef46d14213f,ups,2023.02.04,Delivered,4a1c5c36-53d0-4665-a7af-8c6af0797227
862864ca-5482-4d03-9da3-25708581334d,DHL,30-03-2022,In Transit,f7efe3f4-deb0-4088-b17b-b36336a23b8d
49455bd4-1dc1-47dd-b217-25cb5e6e5c8d,DHL,2021.11.05,Lost,4e4eb8d4-f3d4-4713-aff1-e7ec6928ea0b
467d03c2-1cc6-41af-9de0-050947940395,UPS,21-06-2022,In Transit,0277c99e-1abd-4fc1-bd89-e315e2b1fbe7
34e0309d-d4ae-404c-a561-8aa587568aac,ups,08/10/2023,Delivered,a5372583-364e-4349-87cf-1ae03908cc0b
8f600a52-2d9c-4966-a1c6-da93c6a311f6,ups,02/28/2022,Pending,fb4e3c37-2999-4c38-b8bb-a4c4778252b6
f5ec1e01-edc0-477b-9c62-77c68afaefb0,DHL   ,2023-09-16,Delivered,d7ef94ff-980a-4adb-b0d3-837a813d8c7c
9b7c5f9b-a0c2-41e4-9220-8efaf06f32fa,UPS,12/02/2021,In Transit,4ba86687-7883-4239-98ed-be8e3841083d
589c3251-5b78-4d03-a9f5-294b06ba05ac,FEDEX,12/14/2023,Pending,6263f959-2b2e-4bf1-bf5c-eede16565858
a00fcaab-35a2-488c-b7e3-8d9ac94fc50c,DHL   ,2021-09-03,Delivered,535012db-6a22-4d5c-94e5-b57777102fc9
9f13ab53-1d24-4618-85d8-e17f3cd638dd,DHL,2023-05-05,In Transit,10ed9d87-2346-4f83-9a5d-20518ea89a5c
cd118112-059d-4fef-85a1-798ced7a574d,UPS,12/22/2023,Pending,3e36b4c2-bf37-4199-ae00-2ff151ff3503
1560446c-5755-4091-8700-7259fd71d4e7,FEDEX,01/15/2023,Pending,821fb078-2c07-4fea-914a-1db42837ea8f
6b5a0dc1-97fc-43b8-9e3c-4c7b394b9524,DHL,05/03/2023,In Transit,bac03a1d-72d8-4941-9ac2-ed68a9b0eba8
e5667fa6-7bf9-4698-8b31-9f1de7517b6f,UPS,2023-05-09,Pending,9fa20cc0-7bd0-47ac-9be7-61243ff402e3
46b55379-106e-4b03-b555-6e5c273e82df,FEDEX,01/10/2024,In Transit,88b0e361-5979-4e6e-b739-9c48dedbbc2d
d3f192b4-abda-4c2b-a1f3-25aa10ed9060,DHL   ,25-09-2022,In Transit,b443b343-8d60-4e25-a558-c54d364244c2
835f0254-856d-450f-bbfa-70cde22d43ba,ups,07-02-2022,Delivered,835d8777-3261-4906-b45c-4b11d6298e57
0c988224-600e-43ef-9fa5-ff781546da93,ups,07-03-2023,In Transit,3e29194e-9bd6-446e-98a9-0c18ea4521d1
37c644f0-128b-449b-8dc9-d26d7be37b6d,FEDEX,2022-11-08,In Transit,e9945820-63ca-4abb-b5af-ffa76f12e406
57cbbbf9-49f0-4800-aa49-2fb5a3783046,FEDEX,05-03-2023,In Transit,cd7e406f-e9fc-4558-b37d-3d1249dc71be
d2e74ad6-74db-4fec-9c4a-ca3c6bc74f4a,DHL   ,11-01-2022,Delivered,7cdd52ed-9239-4e2d-a637-70c8c95f8fe7
09c25c7c-1d25-443b-9338-2b6a55381f4d,ups,02/18/2022,In Transit,08f0927b-7fac-41a5-a1c1-e8eabac8567b
36686341-a398-4a5a-9e1e-e6e79119253c,ups,28-09-2021,Pending,0f6af109-658e-4983-880c-98d3731e9e14
41c74faa-de27-45a6-9f60-dbb8e0520f25,DHL,2021-08-26,Delivered,e6a6c520-5833-4619-9b3e-c5990a0fd084
c427a859-c880-448f-9584-24b7b2903530,UPS,26-07-2021,Pending,e244eb78-e34e-431e-88b5-722bb5e73bbd
30c13b42-204e-4d8d-b674-881966f57cbb,DHL   ,18-07-2022,Pending,f9023f7a-fafb-41b1-a255-e9362169ff81
fb64e4f1-3fd7-440f-8b15-481a31f81b9c,DHL   ,30-08-2022,Delivered,1ea09892-0bb5-432c-8aea-0a4a88211edc
2c898a40-9fd2-4afa-a21c-677db2b2b9c1,ups,01/13/2023,Delivered,72e90103-8ed7-40ab-af73-895f6d307929
919fa191-d397-459a-adaa-8cc3571f0507,ups,2022.09.18,Delivered,6e9a5610-738b-4751-a952-76f5d18d3eca
362b4c0d-f1bc-447c-b4cb-9c7d64d7c951,FEDEX,2022-11-06,Pending,b59425d4-6f9c-4be1-8518-ae8355aca2db
ad70dad3-d62f-46d9-ac43-caed5191e5ee,DHL   ,04/08/2022,In Transit,78ee0a1e-d90c-4f28-aa48-d1a4f07fe2bc
dc24e952-63ce-4e66-b1a4-d46bb82a2188,DHL   ,03/30/2023,Delivered,7ea392ea-fb40-4f38-82bd-2d569b6154af
e1ab4a36-a2eb-485c-badb-bc7d9bf59329,DHL,11-07-2023,Lost,8adbcf0b-548f-4668-b6d8-4b60b3976d03
0fdd890b-7a8c-4155-9d2e-d7f2d514f06d,FEDEX,2022.04.12,Delivered,4ca9f866-7685-414c-aa05-4fc1a07dc2e1
36768199-93f3-44d9-86e0-d3fd9e5da034,FEDEX,27-05-2022,Pending,d28bd7c7-3be7-411b-9eca-dfcc7bf2bca1
3f6b62df-f802-47a0-995c-a0a0d72ee998,DHL,04/22/2023,Pending,b5ce296a-7f33-4ee5-98c2-cfa7d11115ae
c4995107-000f-4f51-b437-f25464a08ac4,FEDEX,2022-07-28,Lost,23254272-cc38-48c7-91dc-32c718ce6525
e25d3671-c8e3-4ce5-87a0-5fac5e885f25,ups,2022.09.30,Pending,b04f3e55-2be1-4ab5-b2c4-708fb890bbb7
f526d84a-291e-4393-8f65-a31785ecf3af,DHL,2023.08.18,Pending,ae671eb8-3c50-4e2d-994c-21824b105676
ae5b0bbe-8921-4689-86a5-be02337059fc,DHL   ,2022-03-16,Lost,d8564aa5-6c02-43ac-a7ca-9252316b0946
de79e22e-99b5-4c41-b59f-14fe5f5a5e19,ups,27-03-2024,Delivered,df3ad585-7811-437f-b32f-70b23917c202
26b4bd77-a74d-4991-91d9-0eba7c7d72f6,DHL   ,15-10-2023,Pending,8bbebe16-2bb1-4229-b1a8-14153a3c9263
c3c70bb2-a681-446d-ad83-6dbb5681403d,FEDEX,2022.10.16,Pending,3eef07cd-7497-4995-b884-c25aaa51d236
574629df-ebc0-4935-93a2-af5effd831a4,DHL,2024.02.17,Pending,56b46a7a-e139-41bc-b1b9-38675a969535
f328df89-6dac-4544-a9ff-020560d83468,DHL   ,2024-02-22,In Transit,2f4d265c-c0d2-431d-9dcf-8d641cd90366
cc9cf8a5-95fa-47e1-be51-1dc7764d0249,ups,12-03-2023,Delivered,a1dd0852-2c6e-492a-8c31-45134380da64
86a31ed8-c934-4f81-b9c7-1045c1c3e097,FEDEX,2023-06-28,Delivered,4281b43b-ceca-4365-a561-aea53f1a4e9f
e3c57cf4-72d0-4c54-9423-1722b88ff9d3,UPS,22-04-2022,Pending,39f23784-3069-40d2-a7fd-833135423945
0e74b557-439a-4d4b-a360-a2ec9180d1db,DHL,2023-08-24,Lost,e38e44cc-0f87-48ac-82eb-c382f9a11e94
dbf39423-db88-45a1-ab57-bb8e737ebdf9,UPS,17-10-2022,In Transit,d7939a67-196a-400c-a7db-b2fe10e7a145
661d6202-0e69-447b-aba3-c20568436617,ups,2021.05.23,Pending,dbd321f8-d709-40e3-a2cf-67e79e3d9a98
b56fb038-2ee4-49d1-8310-4536d5e961c6,UPS,05/30/2022,Delivered,aa8bace5-def7-44cc-89ac-65d44c39a574
f190daad-e095-4951-9ca1-2ec8680a844a,UPS,2024.02.28,Lost,de9d29f3-dd7c-4716-94a5-cd7bf33e4390
65abbbb4-1bc7-409d-8f0e-8ea0e6a87c15,FEDEX,04/21/2024,Delivered,227dd5ed-2452-43a8-a6be-9a73a176ec00
56ecdd0d-0683-43e4-ab49-4bb01b8c47ef,DHL,2021-05-07,Delivered,40ae3eb1-3cc1-4fb8-956f-6ba9f18a8667
69b64ee9-6b63-45c5-8592-bf7c06634397,ups,02/20/2024,Delivered,f91cf31c-98bb-4cc7-804b-b9712363b72a
25f2813f-1b2d-494d-98d7-0b0b051186ed,FEDEX,2022.03.11,In Transit,1cbc3938-8c0d-452a-9f85-852851878608
